Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,spanish_text
198,"Look sweetie, I could be the bigger man, I could be the biggest man, I could be a big, huge, giant man, and it still wouldn’t make any difference, except that I could pick your Father up and say ‘Like me!",Ross,anger,negative,17,26,3,7,"00:14:47,845","00:15:00,023","escucha cielo, yo podrÃ­a ser mÃ¡s fuerte, podrÃ­a ser el mÃ¡s fuerte del mundo,podrÃ­a ser fuerte y alto como un gigante pero eso no cambiarÃ­a nada,solo que podrÃ­a coger a tu padre y podrÃ­a decirle:"
199,Like me tiny doctor!’,Ross,anger,negative,17,27,3,7,"00:14:55,644","00:15:00,023",'QuiÃ©reme! QuiÃ©reme diminuto doctor!'
200,"Okay, well can’t you just try it one more time Ross? For me? For me?",Rachel,sadness,negative,17,28,3,7,"00:15:01,817","00:15:05,320","bueno, pero Â¿no podrÃ­as intentarlo una vez mÃ¡s? Â¿Por mi? Â¿Por mi?"
201,"Rachel one brunch is not gonna solve anything. You gotta face it, okay we’re never gonna get along.",Ross,anger,negative,17,29,3,7,"00:15:05,487","00:15:10,575","Rachel un desayuno no va a solucionar nada.Tienes que aceptarlo bueno, nunca nos llevaremos bien."
202,"Okay, well you are just gonna have too, okay.",Rachel,anger,negative,17,30,3,7,"00:15:10,743","00:15:12,994","Pues escucha, vais a tener que llevaros bien, bueno, porque ya tengo un padre"
203,"Because I already got a Mother and a Father who cannot stay in the same room together, okay, I don’t wanna have to have a separate room for you too!",Rachel,anger,negative,17,31,3,7,"00:15:13,162","00:15:18,917","y una madre que no pueden estar en la misma habitaciÃ³n, y no quiero tener unahabitaciÃ³n a parte para tÃ­ tambiÃ©n!!"
205,"Okay, okay, okay.  I’ll get the bagels.",Ross,neutral,neutral,17,32,3,7,"00:15:21,837","00:15:23,671","bueno, bueno, bueno, bueno, bueno,"
206,"Okay now Joey, y'know that since you're returning all of this stuff right after the audition you're gonna have to wear underwear?",Rachel,neutral,neutral,18,0,6,1,"00:04:22,679","00:04:27,933",Comemos algo o conitunamos viendo cuanto tiempo podemos tirar la pelota?
207,"All right, then you'd better show me some of that too then.",Joey,neutral,neutral,18,1,6,1,"00:04:29,600","00:04:31,895",Lo de la pelota.
208,"Okay, it's missing something. Ooh, I know! Umm, okay.",Rachel,neutral,neutral,18,2,6,1,"00:04:33,523","00:04:39,069","Está bien, se está perdiendo algo."
210,It's not a purse! It's a shoulder bag.,Rachel,anger,negative,20,0,5,13,"00:04:45,285","00:04:48,161",No es una cartera! Es un bolso.
211,It looks like a women's purse.,Joey,neutral,neutral,20,1,5,13,"00:04:48,871","00:04:50,872",Para mí es una cartera.
212,"No Joey, look. Trust me, all the men are wearing them in the spring catalog. Look.  See look,",Rachel,neutral,neutral,20,2,5,13,"00:04:51,582","00:04:58,547","No, Joey, mira, confía en mí, todos los hombres del catálogo de primavera lo están usando.Ves? Hombres usando el bolso.Ves? Mujeres usando el bolso.Pero es extraño como me queda bien a mí, hombre, una cartera."
213,"See look,",Joey,neutral,neutral,20,3,5,13,"00:04:59,465","00:05:02,134","Mira, mira,"
214,Exactly! Unisex!,Rachel,neutral,neutral,20,4,5,13,"00:05:16,107","00:05:18,150",Exacto! Unisex!.
215,Maybe you need sex.,Joey,neutral,neutral,20,5,5,13,"00:05:18,401","00:05:21,528","Tal vez tú necesitas sexo, yo tuve hace un par de días."
216,No! No Joey! U-N-I-sex.,Rachel,joy,positive,20,6,5,13,"00:05:23,072","00:05:26,616","No! No, Joey, Unisex."
217,"Well, I ain't gonna say no to that.",Joey,neutral,neutral,20,7,5,13,"00:05:28,328","00:05:30,704","Bueno, no voy a decir que no a eso!."
218,"So, um, have you told your parents?",Phoebe,neutral,neutral,21,0,2,4,"00:17:25,711","00:17:28,337",Â¿Le contaste a tus padres?
219,"No, but it'll be OK, they're pretty cool, my brother's straight so. . .",Duncan,neutral,neutral,21,1,2,4,"00:17:28,839","00:17:34,385","No, pero estÃ¡ bien. Son muy buenos.Mi hermano es derecho asÃ­ que..."
220,Here you go.,Phoebe,neutral,neutral,21,2,2,4,"00:17:35,888","00:17:37,305",AhÃ­ tienes.
221,"You know what, I just have one more question, um, if you had figured this out sooner and um, I had been around, do you think that I would have been the one who.",Phoebe,neutral,neutral,21,3,2,4,"00:17:37,556","00:17:48,441","Â¿Sabes algo? Tengo una pregunta mas.Si lo hubieras sabido antes, y yo estuviera por aquÃ­......Â¿crees que yo hubiera sido la primera...?"
224,"no, um, I'm sorry, don't tell me, I don't think either answer would make me feel better.",Phoebe,sadness,negative,21,4,2,4,"00:17:49,443","00:17:55,698","No, No contestes.No tienes que contestar, asÃ­ me siento mejor. Toma."
225,I love you Phoebe.,Duncan,joy,positive,21,5,2,4,"00:17:57,701","00:17:58,868","Te quiero, Phoebe."
226,So your brother's straigh huh? Seriously.,Phoebe,surprise,positive,21,6,2,4,"00:18:14,176","00:18:16,511","Â¿AsÃ­ que tu hermano es derecho, no?En serio."
227,Hey!,Chandler,joy,positive,22,0,5,5,"0:18:17,554","0:18:18,186",Hey.
228,Hi.,Monica,neutral,neutral,22,1,5,5,"0:18:18,186","0:18:20,776",Hola.
229,"I just came over to drop off…nothing. So that weekend kinda sucked, huh?",Chandler,neutral,neutral,22,2,5,5,"00:18:21,100","00:18:31,109","Solo vine a buscar ......Nada.Este fin de semana ha sido una porqueria, no?"
230,"Yeah, it did.",Monica,joy,positive,22,3,5,5,"00:18:31,902","00:18:33,111","Sí, lo fue."
231,"So, I guess this is over.",Chandler,sadness,negative,22,4,5,5,"00:18:33,821","00:18:35,905","Entonces, supongo que este es el fin."
232,What?,Monica,neutral,neutral,22,5,5,5,"00:18:37,382","00:18:39,867",Que?
233,"Well, y'know, you and me, it had to end sometime.",Chandler,sadness,negative,22,6,5,5,"00:18:37,382","00:18:41,744","Tu y yo, tiene que terminarse."
234,"Why, exactly?",Monica,surprise,negative,22,7,5,5,"00:18:42,746","00:18:44,247","Porque, exactamente?"
235,"Because of the weekend, we had a fight.",Chandler,sadness,negative,22,8,5,5,"00:18:44,581","00:18:46,833","Por el fin de semana, tuvimos una pelea."
236,Chandler that's crazy!,Monica,surprise,positive,22,9,5,5,"00:18:47,000","00:18:49,502","Chandler, eso es una locura!."
237,If you give up every time you'd have a fight with someone you'd never be with anyone longer than—Ohhh!,Monica,anger,negative,22,10,5,5,"00:18:49,670","00:18:59,512",Si te rindes cada vez que tienes una pelea con alguien nunca duraras mas tiempo que...
238,"So, this isn't over?",Chandler,neutral,neutral,22,11,5,5,"00:19:03,183","00:19:04,517","Entonces, no es el fin?"
239,You are so cute!,Monica,joy,positive,22,12,5,5,"00:19:06,520","00:19:08,563",Eres tan lindo!
240,No.,Monica,joy,positive,22,13,5,5,"0:19:10,941","0:19:12,653",No. No
241,"No, it was a fight.",Monica,neutral,neutral,22,14,5,5,"0:19:12,653","0:19:13,715",fue una pelea.
242,You deal with it and move on!,Monica,joy,positive,22,15,5,5,"0:19:13,819","0:19:16,113",Dejalo asi y sigue adelante
243,It's nothing to freak out about.,Monica,neutral,neutral,22,16,5,5,"0:19:16,113","0:19:18,227",No hay nada porque preocuparse.
244,Really? Okay. Great!,Chandler,joy,positive,22,17,5,5,"00:19:18,866","00:19:21,826",En serio?. Es genial.
245,"Ohh, welcome to an adult relationship!",Monica,joy,positive,22,18,5,5,"00:19:22,202","00:19:24,996",Bienvenido a una relacion adulta!
246,We're in a relationship?,Chandler,surprise,negative,22,19,5,5,"00:19:28,917","00:19:30,251",Tenemos una relacion?.
247,I'm afraid so.,Monica,neutral,neutral,22,20,5,5,"0:19:33,463","0:19:34,673",Me temo que si.
248,Okay.,Chandler,neutral,neutral,22,21,5,5,"0:19:34,673","0:19:36,575",- ¿Qué quieres?
249,Hi!,Rachel,joy,positive,23,0,5,6,"00:13:31,143","00:13:32,727",Hola
250,So you like the short hair better.,Danny,neutral,neutral,23,1,5,6,"00:13:35,856","00:13:37,941","Y?, te gusta más el pelo corto?."
251,What? Yeti—I mean Danny?,Rachel,neutral,neutral,23,2,5,6,"00:13:36,941","00:13:42,904",Que? Yeti....digo Danny?.
252,Can I tell you a little secret?,Phoebe,neutral,neutral,24,0,5,3,"0:09:36,200","0:09:37,582",Te puedo contar un pequeño secreto?
253,Yeah!,Rachel,joy,positive,24,1,5,3,"0:09:37,582","0:09:38,121",Si!
254,I want to keep one.,Phoebe,neutral,neutral,24,2,5,3,"00:09:39,120","00:09:40,996",Me quiero quedar con uno.
255,"Ohh, I'm gonna be on the news!",Rachel,joy,positive,24,3,5,3,"00:09:45,876","00:09:47,877","Ohh, Yo voy a salir en las noticias!"
257,What? Honey.,Monica,neutral,neutral,25,0,3,21,"00:04:13,503","00:04:15,170",QuÃ©? Cielo.
258,"Oh, I am, my side still hurts from when you crashed into me yesterday.",Rachel,neutral,neutral,25,1,3,21,"00:04:15,338","00:04:18,799","Oh, me duele un montÃ³n el costado desde que te chocaste conmigo."
259,"Oh God, I’m so sorry.",Monica,sadness,negative,25,2,3,21,"0:04:18,967","0:04:20,279","Dios mÃ­o, lo siento."
260,I know.,Rachel,neutral,neutral,25,3,3,21,"0:04:20,279","0:04:20,655",Lo sÃ©.
261,Ow!!,Rachel,anger,negative,25,4,3,21,"0:04:20,655","0:04:20,817",Ow!!
262,Oh God!,Monica,surprise,negative,25,5,3,21,"00:04:20,885","00:04:22,511",Oh dios!
263,"Hey, you guys! Guess what?",Ross,joy,positive,25,6,3,21,"00:04:23,763","00:04:25,722","Eh, chicas! Adivinad quÃ©?"
264,Got a job on a river boat?,Rachel,neutral,neutral,25,7,3,21,"00:04:29,727","00:04:31,270",Te has enrolado en un barco?
265,"Y'know what I didn’t wear this suit for a year because you hated it. Well, guess what? You’re not my girlfriend anymore so...",Ross,anger,negative,25,8,3,21,"00:04:33,564","00:04:38,902",No me puse este traje durante todo un aÃ±o porque tÃº lo odiabas. Pues sabes quÃ©? Ya no eres mi novia asÃ­ que...
266,"Oh I see, so this suit is making a point.",Rachel,neutral,neutral,25,9,3,21,"00:04:39,070","00:04:41,571","Oh ya veo, con el traje quieres expresar algo."
268,"Now that you’re on you’re own, you’re free to look as stupid as you like.",Rachel,anger,negative,25,10,3,21,"00:04:41,739","00:04:44,908","Ahora que estÃ¡s soltero, ya eres libre de parecer un estÃºpido."
269,You like it right?,Ross,neutral,neutral,25,11,3,21,"00:04:46,703","00:04:47,703","A ti te gusta, no?"
270,Oh absolutely. I like it even more on you than I did on Colonel Sanders.  Ross! Ross! I’m kidding!,Monica,neutral,neutral,25,12,3,21,"00:04:47,870","00:04:54,376","Uy, por supuesto. Me gusta mÃ¡s como te queda a ti que al Coronel Sanders. Ross! Ross! Es broma!"
271,"Yeah, come here!",Rachel,neutral,neutral,25,13,3,21,"00:04:51,708","00:04:54,376","SÃ­, ven aquÃ­!"
272,What-what was it you were gonna tell us?,Monica,neutral,neutral,25,14,3,21,"0:04:54,544","0:04:57,464",QuÃ©-quÃ© ibas a contarnos?
273,Yeah. Oh! Was how you invented the cotton gin?!,Rachel,neutral,neutral,25,15,3,21,"0:04:57,464","0:04:57,604","SÃ­, Oh! CÃ³mo inventaste la desgranadora de algodÃ³n?!"
274,"Okay, good bye!",Ross,anger,negative,25,16,3,21,"00:04:57,714","00:04:58,797","Ok, adiÃ³s!"
275,Hey I got one! I got one!,Joey,joy,positive,26,0,1,9,"00:12:22,771","00:12:25,649","Oh Dios, los nervios me estan destruyendo. Como lo haces tu?."
278,"Oh uh, up or down?",Man,neutral,neutral,28,0,8,23,"0:12:29,737","0:12:30,699",¿A arriba o abajo?
279,Oh down please.  I-I hate to be a ball buster can I just do it?,Phoebe,joy,positive,28,1,8,23,"0:12:30,699","0:12:33,472",En verdad parece que lo disfrutaste?
280,Could you press up too please?,Man,neutral,neutral,28,2,8,23,"00:12:42,541","00:12:45,127","Por favor, estas bromeando? He lesionado a tres tipos enormes, y le he destrozado la nariz a otro."
281,Sure! I feel so bad for you. I broke my leg once too.,Phoebe,sadness,negative,28,3,8,23,"0:12:46,670","0:12:49,465","No es que esté orgulloso, pero un poco sí lo estoy."
282,Oh yeah? How’d yours happen?,Man,neutral,neutral,28,4,8,23,"0:12:49,465","0:12:51,026",¿Cómo pasó el tuyo?
283,"Well, it’s a long story.",Phoebe,neutral,neutral,28,5,8,23,"0:12:51,175","0:12:52,302",Y todo ha sido gracias a ti.....
284,It’s kind of embarrassing.,Phoebe,neutral,neutral,28,6,8,23,"0:12:52,302","0:12:53,656","Lo siento, te dolio."
285,Let’s just say there was a typographical error with a sex manual.,Phoebe,joy,positive,28,7,8,23,"00:12:53,761","00:12:57,848","Vale la pena el dolor.Sabes que, sabes que no vale la pena."
286,How about you?,Phoebe,neutral,neutral,28,8,8,23,"0:12:59,934","0:13:00,644",¿Qué te parece?
287,Car accident.,Man,sadness,negative,28,9,8,23,"0:13:00,644","0:13:01,766",Un accidente de coche.
289,"Oh, let me guess some idiot on a cell phone wasn’t paying attention?",Man,neutral,neutral,28,10,8,23,"00:13:01,936","00:13:06,690","Oh, déjame adivinar que algún idiota en un teléfono celular no estaba prestando atención?"
290,"Yeah. Me.  Oh hey, that’s me.  Hey uh, I take it you’re just visiting someone.",Man,neutral,neutral,28,11,8,23,"00:13:04,690","00:13:14,657","Sí, yo, ese soy yo, supongo que estás visitando a alguien."
291,"Uh-huh, yeah.",Phoebe,neutral,neutral,28,12,8,23,"00:13:14,865","00:13:15,908","Sí, es cierto."
292,"Well umm, if you have sometime y’know and maybe you might want to visit someone else",Man,neutral,neutral,28,13,8,23,"00:13:16,075","00:13:20,246","Bueno, si alguna vez lo sabes y tal vez quieras visitar a alguien más"
293,Oh yeah! I-I would like that.,Phoebe,joy,positive,28,14,8,23,"00:13:20,496","00:13:22,206",Me gustaría.
295,Wait! What?! No!! Elevator!! No!,Phoebe,anger,negative,28,15,8,23,"00:13:22,273","00:13:28,170",¡No! ¡El ascensor!
296,"Uh, you gotta press the button.",Joey,neutral,neutral,28,16,8,23,"00:13:28,379","00:13:30,798",Tienes que presionar el botón.
297,"Oh we did, and you still have all your lamps.",Chandler,neutral,neutral,29,0,9,19,"00:17:00,020","00:17:03,815",Sí. Y ustedes tienen todas sus lámparas.
298,"Oh, I didn't factor in the room tax.",Chandler,surprise,negative,29,1,9,19,"00:17:05,817","00:17:09,571",Han facturado el servicio de habitación.
299,"Oh dude, don't worry about it, I found an unattended maid's car.    We're way ahead of the game.",Ross,neutral,neutral,29,2,9,19,"00:17:09,738","00:17:14,826","No te preocupes, encontré un carro de limpieza que nadie miraba. ¡Vamos ganando!"
300,Oh my god.,Ross,surprise,positive,29,3,9,19,"0:17:14,993","0:17:16,036","Oh, ¡Dios mío!"
301,What?,Chandler,surprise,positive,29,4,9,19,"0:17:16,036","0:17:17,371",¿Qué?
302,There's something new in the bowl.,Ross,surprise,positive,29,5,9,19,"00:17:17,454","00:17:20,081",Hay cosas nuevas en la frutera.
303,"Look, we have enough, just walk away.",Chandler,fear,negative,29,6,9,19,"0:17:20,248","0:17:22,270","Ya tenemos suficiente, ¡vámonos!"
304,"No, but I want...I want the pinecones!",Ross,joy,positive,29,7,9,19,"0:17:22,270","0:17:25,107",Quiero las piñas.
305,There's a forest right outside.,Chandler,neutral,neutral,29,8,9,19,"0:17:25,920","0:17:27,922",¡Hay un bosque aquí fuera!
306,It's not the same.,Ross,neutral,neutral,29,9,9,19,"0:17:27,922","0:17:29,758",¡No es lo mismo!
307,"Ok, go quick!",Chandler,fear,negative,29,10,9,19,"00:17:29,883","00:17:32,427","¡Ok, hazlo rápido!"
308,Thank you for a delightful stay.,Ross,joy,positive,29,11,9,19,"00:17:39,350","00:17:42,145",Gracias por una encantadora estadía.
309,"Oh, my maple candy!",Ross,joy,positive,29,12,9,19,"00:17:50,653","00:17:53,615",¡Mis caramelos de miel de maple!
310,"Oh my God, what happened?",Rachel,surprise,negative,30,0,3,3,"00:16:54,013","00:16:55,680",Dios mÃ­o! QuÃ© te ha pasado?
311,"Oh. God, crazy Chandler. He spun me...off...the...bed!",Janice,joy,positive,30,1,3,3,"00:16:55,848","00:17:00,393","Ahh, nada, el loco de Chandler me tirÃ³ rodando de la cama"
312,Wow! Spinning that sounds like fun.,Rachel,joy,positive,30,2,3,3,"00:17:00,644","00:17:04,272","Vaya, rodando, estarÃ­ais pasÃ¡ndolo bien"
313,"Oh,  I wish. No, you know he was just trying Ross's Hug and Roll thing.",Janice,joy,positive,30,3,3,3,"00:17:05,691","00:17:11,404","Uy, OjalÃ¡. Eh, no, nada... sÃ³lo estaba probando el truco que usa Ross"
314,Ross's what?,Rachel,surprise,positive,30,4,3,3,"00:17:14,450","00:17:15,491",El quÃ© de Ross?
315,"You know what, where he hugs you and kinda rolls you away and... Oh... my....God.",Janice,disgust,negative,30,5,3,3,"00:17:15,659","00:17:27,045","Ya sabes, cuÃ¡ndo Ã©l se abraza a ti y luego te aparta rodando y... Oh, Dios..."
316,"Whoops.  Oh, hey, do you need help with that?",Rachel,neutral,neutral,31,0,4,13,"00:12:52,521","00:12:54,522","Dime qué serie. - Oh bueno, aún no está en TV."
317,"Yes!! Yes! Yes! Yes!! That’s my Dad, that’s Frank! Yeah! I’m sorry I’m getting all flingy.",Phoebe,surprise,positive,32,0,3,25,"00:05:53,186","00:06:00,442","SÃ­!! SÃ­! SÃ­! SÃ­!! Es mi padre, es Frank! SÃ­! Siento estar tan alterada."
318,"Take it easy--if you want, there’s cookies on the counter, or, or--sangria!  I can make sangria!",Phoebe Sr,joy,positive,32,1,3,25,"00:06:00,651","00:06:06,156","Tranquila, no te preocupes, si quieres hay galletas en la encimera, o sangrÃ­a!PodrÃ­a hacer sangrÃ­a!"
319,"No-no, sorry. Cookies are good, thanks.",Phoebe,neutral,neutral,32,2,3,25,"0:06:06,324","0:06:09,119","No-no, lo siento. Con las galletas ya me sobra, gracias."
320,Oh.,Phoebe Sr,neutral,neutral,32,3,3,25,"0:06:09,119","0:06:09,303",Oh.
321,"Well, so, umm, anyway umm, I’ve been, I’ve been looking for my Father, and umm, have you heard from him, or seen him?",Phoebe,neutral,neutral,32,4,3,25,"00:06:09,827","00:06:19,336","Bien, umm, en fin umm, estoy buscando a mi padre, y mepregunto si sabes algo de Ã©l, o si le has visto?"
322,"Oh no, I-I’m sorry, I guess we lost track of everybody after high school.",Phoebe Sr,sadness,negative,32,5,3,25,"00:06:18,000","00:06:22,047","Oh no, lo siento, supongo que les perdÃ­ el rastro a todos despuÃ©s del instituto."
323,"Oh, okay. Well, so tell me everything about my parents. Everything.",Phoebe,neutral,neutral,32,6,3,25,"00:06:23,758","00:06:29,429","Oh, bueno. Cuentame todo sobre mis padres. Todo."
